user_id,join_date,source,country,wallet_connected
U1279,13-09-2024,Twitter,USA,No
U1280,12-04-2025,Discord Invite,Nigeria,No
U1281,05-11-2024,Referral,Philippines,Yes
U1282,22-07-2024,Event,UK,Yes
U1283,28-01-2025,Referral,USA,Yes
U1284,09-05-2025,Twitter,Brazil,Yes
U1285,19-04-2024,Twitter,Singapore,Yes
U1286,30-08-2024,Discord Invite,Singapore,No
U1287,25-01-2025,Twitter,Australia,Yes
U1288,08-08-2025,Discord Invite,Singapore,No
U1289,02-01-2025,Twitter,Germany,Yes
U1290,11-08-2025,Twitter,Singapore,No
U1291,29-10-2024,Discord Invite,Germany,Yes
U1292,17-12-2025,Twitter,Canada,No
U1293,29-10-2024,Referral,Germany,No
U1294,23-01-2024,Referral,USA,Yes
U1295,05-11-2025,Event,Philippines,No
U1296,09-02-2025,Twitter,USA,Yes
U1297,08-10-2024,Twitter,Philippines,Yes
U1298,09-01-2024,Twitter,Australia,Yes
U1299,02-08-2025,Referral,Canada,No
U1300,03-12-2025,Event,Philippines,Yes
U1301,20-02-2024,Twitter,Philippines,Yes
U1302,12-09-2025,Ambassador Program,UK,No
U1303,23-05-2025,Twitter,India,No
U1304,20-10-2024,Discord Invite,India,Yes
U1305,23-08-2024,Event,UK,Yes
U1306,13-09-2025,Ambassador Program,Singapore,Yes
U1307,26-12-2024,Event,UK,No
U1308,12-08-2024,Event,Philippines,No
U1309,13-10-2025,Twitter,Philippines,Yes
U1310,13-07-2024,Event,UK,Yes
U1311,27-09-2025,Twitter,UK,Yes
U1312,13-09-2024,Ambassador Program,Singapore,No
U1313,25-11-2025,Discord Invite,USA,Yes
U1314,06-11-2025,Event,Canada,Yes
U1315,28-11-2025,Discord Invite,Brazil,Yes
U1316,20-05-2024,Referral,Philippines,Yes
U1317,05-10-2025,Discord Invite,Canada,Yes
U1318,09-04-2024,Event,UK,Yes
U1319,04-10-2025,Twitter,Singapore,No
U1320,23-10-2025,Twitter,Germany,Yes
U1321,10-02-2024,Twitter,Singapore,Yes
U1322,12-11-2024,Twitter,Nigeria,No
U1323,27-03-2025,Ambassador Program,Nigeria,Yes
U1324,04-02-2024,Twitter,Canada,Yes
U1325,16-08-2025,Ambassador Program,India,Yes
U1326,08-01-2025,Twitter,Nigeria,No
U1327,14-05-2024,Twitter,Nigeria,Yes
U1328,02-04-2024,Event,USA,No
U1329,29-10-2024,Referral,Germany,Yes
U1330,30-11-2024,Discord Invite,USA,Yes
U1331,01-03-2025,Referral,Germany,No
U1332,28-06-2024,Event,Australia,No
U1333,24-07-2024,Twitter,Brazil,Yes
U1334,15-05-2024,Ambassador Program,Philippines,No
U1335,06-07-2025,Ambassador Program,Nigeria,Yes
U1336,09-01-2025,Referral,Philippines,Yes
U1337,27-06-2025,Twitter,Nigeria,Yes
U1338,28-05-2025,Referral,USA,Yes
U1339,06-10-2024,Twitter,Brazil,Yes
U1340,17-06-2024,Twitter,USA,Yes
U1341,20-09-2024,Twitter,USA,Yes
U1342,08-05-2025,Discord Invite,Germany,Yes
U1343,29-10-2024,Ambassador Program,India,No
U1344,12-12-2024,Event,Singapore,No
U1345,27-04-2024,Event,Canada,No
U1346,24-04-2025,Discord Invite,Philippines,Yes
U1347,18-03-2024,Twitter,Australia,Yes
U1348,24-05-2024,Discord Invite,Nigeria,No
U1349,19-08-2024,Ambassador Program,USA,No
U1350,23-11-2025,Twitter,India,Yes
U1351,21-11-2025,Ambassador Program,USA,No
U1352,10-02-2025,Referral,Brazil,No
U1353,24-07-2025,Discord Invite,Germany,No
U1354,09-01-2025,Event,Australia,Yes
U1355,02-04-2024,Discord Invite,Singapore,Yes
U1356,08-02-2025,Ambassador Program,Brazil,Yes
U1357,15-01-2024,Ambassador Program,UK,Yes
U1358,27-09-2024,Discord Invite,Australia,Yes
U1359,03-07-2025,Twitter,USA,Yes
U1360,06-05-2024,Referral,Brazil,No
U1361,10-04-2025,Ambassador Program,Singapore,Yes
U1362,12-01-2025,Twitter,India,Yes
U1363,19-11-2025,Referral,India,Yes
U1364,19-11-2025,Referral,Philippines,Yes
U1365,25-09-2024,Event,Singapore,No
U1366,21-08-2025,Twitter,India,Yes
U1367,25-01-2025,Event,Brazil,No
U1368,15-10-2025,Ambassador Program,Philippines,Yes
U1369,15-01-2025,Twitter,India,Yes
U1370,20-04-2024,Twitter,Australia,No
U1371,22-11-2025,Ambassador Program,Germany,Yes
U1372,27-08-2024,Twitter,UK,Yes
U1373,27-04-2025,Ambassador Program,Singapore,Yes
U1374,26-01-2024,Discord Invite,Brazil,Yes
U1375,26-09-2025,Twitter,Nigeria,Yes
U1376,28-07-2025,Ambassador Program,USA,No
U1377,01-12-2024,Discord Invite,Brazil,Yes
U1378,16-09-2025,Discord Invite,India,No
U1379,14-08-2024,Discord Invite,Brazil,Yes
U1380,25-10-2025,Referral,Nigeria,Yes
U1381,05-03-2024,Twitter,USA,Yes
U1382,12-10-2025,Discord Invite,Philippines,Yes
U1383,20-04-2025,Ambassador Program,India,Yes
U1384,18-12-2025,Twitter,Canada,Yes
U1385,05-11-2024,Referral,India,Yes
U1386,26-10-2025,Twitter,UK,No
U1387,22-02-2025,Event,Canada,Yes
U1388,29-04-2024,Twitter,UK,No
U1389,23-05-2024,Ambassador Program,Nigeria,Yes
U1390,16-02-2024,Discord Invite,Singapore,Yes
U1391,08-02-2024,Twitter,USA,Yes
U1392,07-11-2024,Twitter,Germany,Yes
U1393,19-05-2025,Twitter,Philippines,No
U1394,28-04-2024,Discord Invite,Germany,Yes
U1395,09-04-2024,Twitter,Australia,Yes
U1396,28-08-2024,Event,Australia,Yes
U1397,04-07-2025,Discord Invite,Nigeria,Yes
U1398,18-05-2024,Twitter,Singapore,Yes
U1399,01-02-2025,Referral,Australia,No
U1400,09-04-2025,Event,India,Yes
U1401,14-01-2025,Twitter,Brazil,No
U1402,17-11-2025,Twitter,UK,No
U1403,14-12-2025,Twitter,Australia,Yes
U1404,07-07-2025,Event,Nigeria,Yes
U1405,05-03-2025,Referral,UK,Yes
U1406,24-08-2025,Discord Invite,India,Yes
U1407,07-06-2024,Event,Singapore,Yes
U1408,28-02-2025,Event,USA,No
U1409,01-11-2025,Referral,Germany,Yes
U1410,11-04-2024,Ambassador Program,India,Yes
U1411,16-05-2025,Twitter,Philippines,Yes
U1412,22-09-2025,Twitter,Canada,Yes
U1413,21-02-2025,Twitter,Nigeria,No
U1414,13-10-2024,Twitter,Germany,Yes
U1415,03-02-2024,Discord Invite,Philippines,Yes
U1416,07-12-2025,Ambassador Program,USA,Yes
U1417,14-01-2025,Twitter,Philippines,No
U1418,10-08-2024,Twitter,Singapore,Yes
U1419,30-03-2025,Discord Invite,Canada,No
U1420,31-03-2025,Ambassador Program,UK,Yes
U1421,29-08-2024,Twitter,Germany,Yes
U1422,06-01-2025,Discord Invite,Canada,Yes
U1423,11-04-2024,Twitter,Brazil,Yes
U1424,03-12-2025,Twitter,India,Yes
U1425,11-01-2025,Ambassador Program,Brazil,Yes
U1426,11-07-2025,Ambassador Program,India,Yes
U1427,22-10-2025,Twitter,Singapore,Yes
U1428,02-01-2025,Ambassador Program,Canada,Yes
U1429,03-03-2024,Referral,USA,Yes
U1430,11-02-2025,Ambassador Program,Australia,No
U1431,09-10-2024,Discord Invite,Philippines,Yes
U1432,13-07-2024,Discord Invite,Australia,Yes
U1433,05-05-2024,Discord Invite,Canada,Yes
U1434,10-04-2025,Referral,Brazil,No
U1435,03-04-2024,Twitter,Australia,No
U1436,09-11-2025,Twitter,Nigeria,Yes
U1437,05-08-2024,Twitter,Australia,Yes
U1438,19-10-2025,Event,India,No
U1439,16-10-2025,Twitter,Nigeria,No
U1440,03-09-2025,Referral,Germany,Yes
U1441,22-01-2024,Ambassador Program,Australia,No
U1442,21-02-2024,Twitter,Nigeria,Yes
U1443,07-12-2024,Referral,Canada,No
U1444,06-09-2024,Discord Invite,Philippines,Yes
U1445,08-05-2024,Ambassador Program,Germany,Yes
U1446,01-08-2025,Twitter,USA,Yes
U1447,29-07-2024,Referral,USA,No
U1448,11-03-2024,Event,Singapore,No
U1449,21-07-2025,Ambassador Program,Australia,Yes
U1450,31-07-2024,Referral,Philippines,Yes
U1451,23-08-2025,Discord Invite,UK,Yes
U1452,09-08-2024,Referral,Nigeria,Yes
U1453,26-08-2024,Ambassador Program,Germany,Yes
U1454,02-12-2024,Referral,Canada,Yes
U1455,31-05-2024,Twitter,Australia,No
U1456,02-09-2025,Ambassador Program,Canada,Yes
U1457,03-01-2024,Referral,UK,Yes
U1458,10-10-2024,Referral,Singapore,Yes
U1459,28-05-2024,Twitter,UK,Yes
U1460,13-05-2024,Referral,India,No
U1461,07-07-2025,Discord Invite,Brazil,Yes
U1462,13-09-2024,Referral,Germany,Yes
U1463,27-06-2024,Twitter,Brazil,Yes
U1464,22-04-2024,Referral,UK,Yes
U1465,07-11-2025,Ambassador Program,Singapore,Yes
U1466,27-01-2024,Twitter,Singapore,Yes
U1467,14-05-2024,Ambassador Program,USA,Yes
U1468,16-01-2024,Discord Invite,Australia,Yes
U1469,01-01-2025,Ambassador Program,USA,Yes
U1470,31-08-2024,Event,Germany,Yes
U1471,25-08-2025,Referral,Germany,Yes
U1472,27-11-2024,Event,Germany,Yes
U1473,17-01-2024,Ambassador Program,Canada,No
U1474,27-06-2024,Discord Invite,USA,Yes
U1475,28-09-2024,Twitter,Canada,Yes
U1476,23-02-2024,Referral,Brazil,Yes
U1477,09-05-2024,Event,Australia,Yes
U1478,07-03-2025,Event,UK,Yes
U1479,22-06-2025,Event,Nigeria,No
U1480,26-04-2024,Discord Invite,USA,Yes
U1481,06-03-2024,Event,Nigeria,Yes
U1482,02-05-2025,Twitter,Singapore,Yes
U1483,04-04-2025,Discord Invite,USA,No
U1484,05-01-2025,Twitter,Brazil,Yes
U1485,09-06-2025,Twitter,USA,Yes
U1486,30-08-2025,Discord Invite,Canada,No
U1487,21-04-2024,Discord Invite,Australia,No
U1488,07-04-2025,Referral,UK,No
U1489,30-05-2025,Discord Invite,Philippines,Yes
U1490,14-08-2024,Discord Invite,UK,Yes
U1491,21-09-2025,Twitter,UK,Yes
U1492,14-02-2024,Discord Invite,Singapore,Yes
U1493,05-11-2025,Twitter,Brazil,Yes
U1494,17-06-2025,Twitter,Nigeria,No
U1495,04-11-2024,Referral,Brazil,No
U1496,14-04-2025,Referral,Philippines,Yes
U1497,20-10-2025,Referral,Singapore,Yes
U1498,01-02-2024,Discord Invite,Australia,Yes
U1499,03-03-2024,Discord Invite,UK,No
U1500,05-05-2025,Ambassador Program,Canada,Yes
U1501,15-02-2025,Discord Invite,Singapore,No
U1502,12-03-2025,Discord Invite,Germany,Yes
U1503,03-12-2025,Twitter,USA,Yes
U1504,20-04-2024,Twitter,Brazil,No
U1505,17-05-2025,Discord Invite,Singapore,Yes
U1506,30-12-2025,Discord Invite,Germany,Yes
U1507,30-03-2025,Referral,Nigeria,No
U1508,16-03-2024,Discord Invite,Philippines,Yes
U1509,23-03-2024,Referral,Philippines,Yes
U1510,25-11-2024,Event,UK,Yes
U1511,14-09-2025,Event,UK,Yes
U1512,31-05-2024,Event,Singapore,No
U1513,08-03-2024,Ambassador Program,Singapore,No
U1514,09-05-2024,Twitter,Australia,No
U1515,08-10-2024,Twitter,USA,Yes
U1516,01-10-2025,Twitter,India,Yes
U1517,10-10-2025,Referral,Nigeria,Yes
U1518,22-08-2025,Ambassador Program,UK,No
U1519,15-07-2025,Twitter,India,Yes
U1520,30-12-2025,Ambassador Program,India,Yes
U1521,28-11-2024,Twitter,USA,No
U1522,25-01-2025,Ambassador Program,Canada,Yes
U1523,03-09-2025,Discord Invite,Canada,Yes
U1524,27-06-2025,Twitter,UK,Yes
U1525,28-10-2024,Discord Invite,Germany,No
U1526,09-04-2025,Twitter,USA,Yes
U1527,01-06-2025,Twitter,USA,No
U1528,11-09-2025,Twitter,Brazil,Yes
U1529,16-03-2025,Event,India,No
U1530,11-04-2024,Discord Invite,Brazil,Yes
U1531,19-12-2025,Twitter,India,Yes
U1532,27-04-2024,Referral,Canada,No
U1533,01-11-2025,Event,UK,No
U1534,28-10-2025,Twitter,Nigeria,Yes
U1535,18-07-2025,Discord Invite,Canada,No
U1536,08-08-2024,Twitter,USA,No
U1537,16-03-2025,Twitter,Nigeria,Yes
U1538,07-04-2025,Referral,Singapore,Yes
U1539,21-08-2024,Twitter,Nigeria,No
U1540,27-02-2025,Discord Invite,Nigeria,Yes
U1541,13-12-2024,Event,Canada,Yes
U1542,09-04-2025,Twitter,USA,No
U1543,12-02-2025,Referral,Nigeria,Yes
U1544,01-03-2025,Twitter,Canada,Yes
U1545,07-04-2024,Ambassador Program,Canada,No
U1546,16-11-2024,Discord Invite,Nigeria,Yes
U1547,13-03-2025,Event,India,No
U1548,16-11-2024,Referral,USA,No
U1549,12-11-2025,Twitter,Philippines,Yes
U1550,18-09-2024,Referral,Nigeria,Yes
U1551,18-01-2025,Ambassador Program,Brazil,Yes
U1552,05-06-2024,Referral,Brazil,Yes
U1553,04-12-2025,Event,Singapore,Yes
U1554,30-04-2025,Ambassador Program,USA,Yes
U1555,09-03-2024,Twitter,Canada,Yes
U1556,03-04-2024,Twitter,Australia,Yes
U1557,28-03-2024,Referral,UK,Yes
U1558,05-04-2024,Discord Invite,Germany,Yes
U1559,18-03-2025,Event,Australia,Yes
U1560,08-04-2024,Ambassador Program,USA,Yes
U1561,16-01-2025,Discord Invite,USA,Yes
U1562,13-05-2024,Twitter,Nigeria,Yes
U1563,23-07-2025,Event,Nigeria,Yes
U1564,02-03-2024,Twitter,Australia,No
U1565,23-08-2025,Event,Canada,Yes
U1566,29-07-2025,Discord Invite,Singapore,Yes
U1567,29-07-2025,Referral,Nigeria,Yes
U1568,03-12-2024,Twitter,Germany,Yes
U1569,17-11-2025,Referral,Germany,Yes
U1570,05-05-2024,Discord Invite,Singapore,No
U1571,24-02-2025,Referral,India,Yes
U1572,28-12-2024,Twitter,India,No
U1573,12-11-2025,Event,USA,Yes
U1574,09-03-2025,Ambassador Program,Nigeria,Yes
U1575,22-02-2024,Twitter,Brazil,Yes
U1576,21-10-2024,Twitter,Australia,Yes
U1577,06-09-2025,Twitter,Philippines,Yes
U1578,15-11-2024,Referral,Singapore,Yes
U1579,26-12-2024,Referral,USA,Yes
U1580,16-04-2024,Discord Invite,Brazil,Yes
U1581,14-08-2025,Twitter,Nigeria,Yes
U1582,03-06-2025,Discord Invite,Brazil,Yes
U1583,05-08-2024,Referral,Brazil,Yes
U1584,07-06-2024,Discord Invite,Singapore,Yes
U1585,03-11-2025,Ambassador Program,USA,No
U1586,08-05-2025,Twitter,Canada,Yes
U1587,17-08-2024,Referral,Germany,Yes
U1588,20-04-2024,Discord Invite,Australia,Yes
U1589,24-12-2024,Discord Invite,USA,No
U1590,23-07-2025,Event,Philippines,Yes
U1591,11-01-2025,Referral,Brazil,Yes
U1592,27-04-2024,Ambassador Program,Canada,Yes
U1593,12-10-2024,Twitter,Singapore,Yes
U1594,10-08-2025,Twitter,UK,Yes
U1595,19-08-2024,Event,Australia,Yes
U1596,15-03-2025,Referral,Australia,No
U1597,28-07-2025,Twitter,Germany,Yes
U1598,28-09-2025,Twitter,UK,Yes
U1599,20-09-2025,Twitter,Nigeria,Yes
U1600,22-11-2025,Ambassador Program,UK,Yes
U1601,20-10-2025,Twitter,Brazil,Yes
U1602,24-07-2025,Twitter,Brazil,Yes
U1603,27-01-2024,Twitter,Brazil,Yes
U1604,15-09-2025,Discord Invite,Brazil,Yes
U1605,04-11-2025,Twitter,USA,Yes
U1606,11-12-2025,Discord Invite,Australia,Yes
U1607,30-09-2024,Twitter,UK,Yes
U1608,30-01-2024,Event,Australia,Yes
U1609,03-07-2024,Twitter,Philippines,No
U1610,06-10-2024,Discord Invite,UK,Yes
U1611,20-12-2025,Ambassador Program,USA,Yes
U1612,12-11-2024,Referral,Philippines,No
U1613,13-12-2024,Discord Invite,Australia,Yes
U1614,25-12-2024,Twitter,Philippines,No
U1615,07-01-2024,Twitter,Germany,Yes
U1616,04-07-2024,Referral,Philippines,Yes
U1617,26-05-2024,Ambassador Program,UK,Yes
U1618,02-08-2025,Referral,Brazil,No
U1619,04-11-2025,Referral,Brazil,Yes
U1620,14-02-2025,Event,Nigeria,No
U1621,12-03-2024,Discord Invite,Australia,Yes
U1622,25-05-2024,Twitter,Germany,No
U1623,10-10-2025,Referral,UK,Yes
U1624,01-02-2024,Ambassador Program,UK,Yes
U1625,03-04-2024,Twitter,Singapore,No
U1626,27-06-2025,Referral,India,No
U1627,08-08-2024,Twitter,Australia,Yes
U1628,20-01-2025,Discord Invite,UK,Yes
U1629,05-03-2025,Twitter,Canada,Yes
U1630,09-04-2025,Discord Invite,UK,Yes
U1631,15-12-2024,Event,Singapore,Yes
U1632,10-06-2024,Twitter,Philippines,Yes
U1633,13-01-2025,Referral,USA,Yes
U1634,15-11-2024,Event,USA,No
U1635,28-11-2024,Ambassador Program,Canada,Yes
U1636,04-08-2025,Twitter,Canada,Yes
U1637,02-09-2025,Discord Invite,Nigeria,Yes
U1638,27-03-2024,Twitter,USA,Yes
U1639,23-02-2024,Ambassador Program,Philippines,Yes
U1640,08-06-2024,Ambassador Program,USA,Yes
U1641,10-06-2024,Discord Invite,India,Yes
U1642,24-09-2025,Event,Australia,No
U1643,20-02-2024,Discord Invite,USA,Yes
U1644,21-11-2025,Referral,Brazil,No
U1645,24-03-2024,Twitter,Nigeria,No
U1646,05-10-2024,Event,Singapore,No
U1647,29-03-2025,Twitter,Canada,Yes
U1648,08-11-2025,Event,India,Yes
U1649,10-03-2025,Event,Canada,Yes
U1650,12-05-2025,Event,Nigeria,Yes
U1651,13-09-2025,Twitter,UK,Yes
U1652,28-03-2025,Twitter,India,Yes
U1653,28-02-2025,Twitter,Germany,Yes
U1654,06-10-2024,Discord Invite,India,Yes
U1655,08-08-2024,Twitter,Nigeria,Yes
U1656,08-06-2025,Ambassador Program,Singapore,No
U1657,26-04-2024,Referral,India,Yes
U1658,19-12-2024,Twitter,Nigeria,Yes
U1659,16-03-2025,Discord Invite,Philippines,Yes
U1660,23-04-2024,Discord Invite,Australia,No
U1661,17-10-2024,Referral,USA,Yes
U1662,25-11-2025,Discord Invite,Philippines,Yes
U1663,25-11-2025,Ambassador Program,Nigeria,Yes
U1664,30-08-2025,Discord Invite,Brazil,Yes
U1665,13-05-2025,Ambassador Program,UK,Yes
U1666,23-06-2025,Ambassador Program,USA,No
U1667,14-11-2025,Twitter,Brazil,No
U1668,11-11-2024,Ambassador Program,Singapore,No
U1669,16-02-2024,Twitter,Canada,No
U1670,13-08-2024,Event,Germany,Yes
U1671,08-02-2025,Discord Invite,USA,No
U1672,05-09-2025,Ambassador Program,Philippines,Yes
U1673,26-02-2024,Ambassador Program,UK,Yes
U1674,08-01-2024,Event,Brazil,Yes
U1675,28-07-2024,Event,Nigeria,Yes
U1676,04-11-2024,Twitter,USA,Yes
U1677,04-08-2024,Twitter,Canada,Yes
U1678,20-05-2024,Discord Invite,Nigeria,Yes
U1679,18-09-2024,Twitter,Brazil,No
U1680,23-10-2024,Referral,UK,Yes
U1681,01-12-2024,Twitter,India,Yes
U1682,02-05-2024,Ambassador Program,Canada,No
U1683,08-01-2024,Referral,Nigeria,Yes
U1684,24-05-2025,Event,Canada,No
U1685,16-03-2025,Twitter,Singapore,Yes
U1686,28-06-2024,Ambassador Program,Nigeria,No
U1687,12-05-2024,Ambassador Program,USA,Yes
U1688,24-01-2025,Discord Invite,India,Yes
U1689,29-06-2025,Referral,India,Yes
U1690,21-12-2025,Event,Germany,Yes
U1691,23-08-2024,Twitter,Canada,No
U1692,27-05-2025,Discord Invite,Philippines,Yes
U1693,26-07-2025,Discord Invite,India,Yes
U1694,15-11-2025,Twitter,India,Yes
U1695,28-12-2024,Discord Invite,Singapore,No
U1696,14-03-2024,Twitter,Australia,Yes
U1697,10-02-2025,Twitter,Singapore,No
U1698,13-02-2024,Twitter,Singapore,Yes
U1699,22-03-2025,Ambassador Program,Australia,Yes
U1700,20-01-2024,Discord Invite,Canada,Yes
U1701,15-04-2025,Ambassador Program,Nigeria,No
U1702,20-03-2024,Discord Invite,UK,No
U1703,16-11-2024,Twitter,Philippines,Yes
U1704,12-08-2025,Discord Invite,India,Yes
U1705,15-03-2025,Discord Invite,Germany,No
U1706,10-08-2025,Twitter,Philippines,Yes
U1707,18-02-2025,Referral,Nigeria,Yes
U1708,27-12-2025,Twitter,Australia,Yes
U1709,17-10-2025,Referral,Philippines,Yes
U1710,03-03-2025,Referral,India,Yes
U1711,23-10-2024,Twitter,Philippines,Yes
U1712,27-04-2024,Twitter,UK,Yes
U1713,18-02-2025,Event,Australia,No
U1714,22-01-2024,Discord Invite,Philippines,Yes
U1715,28-11-2024,Twitter,India,No
U1716,24-06-2024,Ambassador Program,India,Yes
U1717,24-09-2025,Twitter,Philippines,Yes
U1718,16-04-2025,Referral,Canada,Yes
U1719,07-12-2025,Ambassador Program,Germany,No
U1720,05-01-2025,Twitter,Brazil,Yes
U1721,31-03-2024,Twitter,Singapore,No
U1722,23-03-2025,Twitter,Australia,Yes
U1723,18-04-2024,Twitter,Brazil,Yes
U1724,06-09-2024,Twitter,Nigeria,No
U1725,22-03-2025,Referral,Nigeria,Yes
U1726,26-08-2025,Twitter,India,Yes
U1727,14-02-2025,Discord Invite,Nigeria,No
U1728,20-06-2025,Ambassador Program,Canada,Yes
U1729,21-03-2024,Event,Germany,Yes
U1730,09-02-2025,Referral,Nigeria,No
U1731,13-11-2024,Twitter,UK,Yes
U1732,13-12-2024,Referral,Germany,No
U1733,14-08-2024,Discord Invite,Canada,Yes
U1734,07-12-2024,Discord Invite,Brazil,No
U1735,21-06-2024,Twitter,Germany,Yes
U1736,19-03-2024,Ambassador Program,Germany,No
U1737,06-06-2025,Discord Invite,Brazil,Yes
U1738,10-10-2025,Twitter,Canada,Yes
U1739,26-04-2024,Discord Invite,Nigeria,Yes
U1740,27-06-2025,Discord Invite,India,Yes
U1741,06-06-2025,Event,Australia,No
U1742,17-07-2024,Event,Brazil,No
U1743,23-12-2024,Event,Brazil,Yes
U1744,25-12-2024,Twitter,Brazil,No
U1745,22-10-2025,Discord Invite,Brazil,Yes
U1746,31-05-2024,Discord Invite,Australia,Yes
U1747,29-08-2024,Twitter,Australia,Yes
U1748,15-04-2024,Twitter,Nigeria,Yes
U1749,29-05-2024,Event,Philippines,Yes
U1750,19-09-2024,Twitter,Philippines,No
U1751,21-07-2024,Discord Invite,USA,Yes
U1752,26-06-2024,Twitter,Brazil,Yes
U1753,08-09-2025,Twitter,Brazil,Yes
U1754,05-06-2024,Twitter,Germany,No
U1755,02-11-2025,Ambassador Program,Philippines,Yes
U1756,18-03-2024,Event,Nigeria,Yes
U1757,30-06-2024,Ambassador Program,India,Yes
U1758,05-10-2025,Discord Invite,USA,No
U1759,20-05-2025,Twitter,USA,Yes
U1760,20-04-2025,Discord Invite,Nigeria,No
U1761,31-07-2025,Discord Invite,India,Yes
U1762,16-08-2025,Event,Germany,No
U1763,04-04-2025,Twitter,Australia,Yes
U1764,28-11-2025,Discord Invite,Singapore,Yes
U1765,01-08-2025,Twitter,Philippines,Yes
U1766,20-10-2025,Twitter,Brazil,Yes
U1767,12-10-2025,Event,Nigeria,Yes
U1768,01-10-2025,Discord Invite,Philippines,No
U1769,26-11-2024,Discord Invite,Brazil,No
U1770,04-10-2025,Discord Invite,Singapore,No
U1771,19-11-2024,Discord Invite,Singapore,Yes
U1772,03-06-2024,Event,Australia,Yes
U1773,26-03-2025,Ambassador Program,Canada,Yes
U1774,10-03-2024,Ambassador Program,Singapore,Yes
U1775,25-04-2025,Event,Philippines,No
U1776,28-03-2025,Twitter,UK,Yes
U1777,08-10-2025,Referral,UK,No
U1778,06-11-2024,Discord Invite,Brazil,Yes
U1779,08-10-2024,Twitter,Brazil,No
U1780,28-08-2025,Event,Canada,Yes
U1781,27-02-2024,Twitter,UK,No
U1782,26-12-2024,Ambassador Program,Brazil,Yes
U1783,03-06-2025,Discord Invite,Singapore,Yes
U1784,16-03-2024,Referral,Brazil,No
U1785,13-11-2024,Referral,USA,Yes
U1786,17-04-2025,Ambassador Program,Canada,Yes
U1787,07-04-2025,Referral,Nigeria,Yes
U1788,08-02-2024,Referral,India,Yes
U1789,28-02-2024,Twitter,Germany,Yes
U1790,12-01-2025,Discord Invite,India,Yes
U1791,20-10-2024,Twitter,India,Yes
U1792,19-03-2024,Event,Australia,Yes
U1793,22-10-2025,Discord Invite,Nigeria,Yes
U1794,02-04-2024,Referral,Brazil,Yes
U1795,21-09-2025,Twitter,Australia,No
U1796,31-08-2025,Twitter,India,No
U1797,03-06-2025,Event,USA,Yes
U1798,28-01-2025,Twitter,Germany,Yes
U1799,18-04-2025,Twitter,India,Yes
U1800,17-08-2025,Twitter,UK,No
U1801,21-07-2025,Ambassador Program,Nigeria,Yes
U1802,12-02-2024,Event,Nigeria,Yes
U1803,05-04-2025,Discord Invite,Nigeria,Yes
U1804,08-08-2025,Twitter,Canada,Yes
U1805,29-10-2025,Twitter,Canada,Yes
U1806,11-07-2024,Event,Singapore,Yes
U1807,25-11-2024,Referral,Philippines,Yes
U1808,11-09-2025,Twitter,Germany,Yes
U1809,02-05-2025,Twitter,Australia,Yes
U1810,28-05-2025,Twitter,Brazil,No
U1811,03-06-2024,Referral,India,Yes
U1812,04-03-2024,Event,Philippines,Yes
U1813,06-04-2025,Twitter,Brazil,Yes
U1814,15-04-2024,Twitter,Australia,Yes
U1815,17-12-2024,Twitter,Philippines,Yes
U1816,27-03-2024,Ambassador Program,Brazil,Yes
U1817,31-05-2025,Twitter,USA,No
U1818,23-10-2025,Event,Canada,Yes
U1819,25-06-2024,Referral,Australia,Yes
U1820,10-02-2024,Discord Invite,Germany,Yes
U1821,10-09-2024,Twitter,UK,Yes
U1822,25-12-2025,Twitter,USA,No
U1823,24-03-2025,Referral,Canada,Yes
U1824,25-03-2025,Event,Nigeria,Yes
U1825,20-06-2025,Referral,Canada,No
U1826,19-06-2025,Discord Invite,Philippines,No
U1827,16-09-2025,Twitter,Singapore,Yes
U1828,11-06-2024,Ambassador Program,USA,Yes
U1829,07-01-2025,Event,Nigeria,Yes
U1830,16-01-2025,Twitter,Philippines,Yes
U1831,16-10-2024,Ambassador Program,Australia,No
U1832,31-01-2025,Referral,Germany,Yes
U1833,22-02-2025,Referral,Canada,Yes
U1834,12-12-2024,Event,Australia,Yes
U1835,26-11-2025,Event,Nigeria,Yes
U1836,04-09-2025,Referral,Philippines,Yes
U1837,23-02-2024,Twitter,Singapore,No
U1838,08-10-2025,Twitter,Canada,Yes
U1839,24-10-2025,Ambassador Program,Germany,Yes
U1840,08-12-2024,Twitter,Singapore,No
U1841,08-03-2024,Discord Invite,Brazil,Yes
U1842,03-12-2024,Discord Invite,Philippines,No
U1843,06-04-2024,Discord Invite,Australia,Yes
U1844,25-07-2025,Referral,Canada,Yes
U1845,25-11-2025,Ambassador Program,Canada,Yes
U1846,30-01-2025,Twitter,Nigeria,No
U1847,17-10-2024,Twitter,Germany,Yes
U1848,15-09-2024,Twitter,UK,Yes
U1849,03-11-2025,Ambassador Program,Brazil,No
U1850,09-09-2025,Referral,Singapore,Yes
U1851,02-06-2024,Twitter,USA,Yes
U1852,07-12-2024,Event,USA,Yes
U1853,24-03-2024,Ambassador Program,Canada,Yes
U1854,19-08-2025,Event,Nigeria,Yes
U1855,10-11-2025,Ambassador Program,India,Yes
U1856,24-05-2024,Twitter,Canada,No
U1857,24-12-2024,Event,USA,No
U1858,13-11-2024,Discord Invite,USA,Yes
U1859,02-11-2025,Event,Brazil,No
U1860,16-12-2025,Event,Australia,Yes
U1861,09-11-2025,Event,India,Yes
